User ID,First Name,Task ID,sub,Media URL,Media URL Shared,Type,Processed Text,Fear,Anger,Confident,Joy,Sadness,Analytical,Tentative
100,Steven,8,b,https://drive.google.com/open?id=1-OtSrEAEFR78R3kJWZXFBWFrPFqC28Ak&authuser=nick@gauge.io,https://drive.google.com/open?id=1-OtSrEAEFR78R3kJWZXFBWFrPFqC28Ak,photo,front door key fob tells time person enters exits apartment,0,0,0,0,0,0,0
100,Steven,7,a,https://drive.google.com/open?id=1-Qj-9zAocj4eM4yLhmhWaPbYcFTlpegB&authuser=nick@gauge.io,https://drive.google.com/open?id=1-Qj-9zAocj4eM4yLhmhWaPbYcFTlpegB,video,basically packaging original packaging televisions move easier pack boxes packaging brochures kitchen,0,0,0,0,0,0,0
100,Steven,7,b,https://drive.google.com/open?id=1-dl5u1lUqrmohVcp43JeVovD-YYWE41p&authuser=nick@gauge.io,https://drive.google.com/open?id=1-dl5u1lUqrmohVcp43JeVovD-YYWE41p,video,moving kitchen brochures guides packages packaging tv notes video,0,0,0,0,0,0,0
100,Steven,7,c,https://drive.google.com/open?id=1-m6lMaUq_RwI66HAuywni27cHMQYzZxo&authuser=nick@gauge.io,https://drive.google.com/open?id=1-m6lMaUq_RwI66HAuywni27cHMQYzZxo,video,box closet box tv move coulda save packaging tv extra microwave bought week ago reason box,0,0,0,0,0,0.762356,0
101,Wuhan,10,a,https://drive.google.com/open?id=10PjSa2OMLajptXzh-h_5GGe0AIg7hRWL&authuser=nick@gauge.io,https://drive.google.com/open?id=10PjSa2OMLajptXzh-h_5GGe0AIg7hRWL,video,upgrading iphone months bit research pick phone intense pressure research purchase read article walked issues issues music battery life issues iphones battery life issues researching stuff embark phone pricing wireless wireless spelled wrong wire calm website typically stick plan month plan dropping phone worth lose stuff ahead gigs worry storage pretty stick sense brand gonna stick basically plan terms upgrade stuff live pressure christmas february planned month plan hundred dollar trade credit current iphone basically lotiphone upgrade planned february,0,0,0,0,0.719249,0,0
101,Wuhan,11,a,https://drive.google.com/open?id=1-vtYp5rL8nizGcUiJ7GlG7x9L33KFetT&authuser=nick@gauge.io,https://drive.google.com/open?id=1-vtYp5rL8nizGcUiJ7GlG7x9L33KFetT,video,um purchased warranty extended warranty time ago researching warranty consumer reports independent consumer material purchase time wife purchased computer list laptop buy advised include warranty user productsno warranty looked started buying cell phones purchased canceled midway life contact didnt recall correctly covered loss theft phone didnt gps tracking short dont purchase,0,0,0,0,0.581773,0,0
101,Wuhan,8,a,https://drive.google.com/open?id=1-ij6M00GaqtKdlLWTlCRsd-uCai8W_9q&authuser=nick@gauge.io,https://drive.google.com/open?id=1-ij6M00GaqtKdlLWTlCRsd-uCai8W_9q,photo,love spotify app music listen music everyday day access millions songs application connection download songs arent gong connection listen spotify car home noise canceling ear headphones,0,0,0,0.754377,0,0,0
101,Wuhan,8,b,https://drive.google.com/open?id=1069jk8hnNL8V4nvPp1xExAPPe0WVhaiY&authuser=nick@gauge.io,https://drive.google.com/open?id=1069jk8hnNL8V4nvPp1xExAPPe0WVhaiY,video,screenshot won love technology moment night hilton head united flight firms drove hilton head savannah airport hour change flight wi fi inside plane offer wi fi excited watch documentary chicago bears favorite football teams walter payton fridge mike ditka mcmahon crew football teams experienced loved watch documentary called football team title offered couple movies adrift movie filled gap hour listen music downloaded offer free love technology moment post thanksi love technology,0,0,0,0.805606,0,0,0
101,Wuhan,8,c,https://drive.google.com/open?id=10UgCWkzUMUFu3Ao702KKJ7IRNX2hE_hf&authuser=nick@gauge.io,https://drive.google.com/open?id=10UgCWkzUMUFu3Ao702KKJ7IRNX2hE_hf,video,posted photos mentioned earlier inquiry team leader issue ongoing month fifa game downloading talked microsoft ea sports microsoft xbox manufacturer solutions emails closing solutions recommended talked ea sports disc maker game game favorite game issues game updated earlier late spring late late summer game requires update uninstalled program times reinstalled reinstall install update update game launch emails phone calls centers resolved disc pay disc refuse pay wrong disc issue data data transmitting systems claiming issue catch wi fi allowing data download told downloads games issues issue server fifa information bunch crap issue games minecraft forza batman downloading updates games admit research online tons tons people issue fifa garbage biggest frustration sick nerves life issue threatening issue alter lifestyle spend lot time bring feel paid unnerving gofrustrating issue fifa microsoft software issue software maker ea sports wifi connection causing download update properly issue software produce companies forums workable solutions,0,0,0,0,0.741896,0.855854,0
101,Wuhan,8,d,https://drive.google.com/open?id=1-rkPt9zGSTBHHiM7viPJJL6HV__GG6W-&authuser=nick@gauge.io,https://drive.google.com/open?id=1-rkPt9zGSTBHHiM7viPJJL6HV__GG6W-,photo,frustrating technology moments,0,0.757189,0,0,0,0,0
101,Wuhan,8,e,https://drive.google.com/open?id=1-vNAZ-Lrkbepkk90ktMZ1BILXnChgYzG&authuser=nick@gauge.io,https://drive.google.com/open?id=1-vNAZ-Lrkbepkk90ktMZ1BILXnChgYzG,photo,hate technology moment,0,0.859457,0,0,0,0,0
101,Wuhan,7,a,https://drive.google.com/open?id=10EDUgJ8Up44Mepy0S6CqbY-9EzqYdHM8&authuser=nick@gauge.io,https://drive.google.com/open?id=10EDUgJ8Up44Mepy0S6CqbY-9EzqYdHM8,video,surprisingly boxes typically town xbox vacation boxes tucked instructions reason handy wife town main sets typically troubleshoots couple figure xbox setup instructions initially signed actual gold package initial setup schematic set box tv basics trip christmas set cousins house handy travel comcast bit box helps cords disks original jacket box controllers cheap destroyed keeping purposes stuff skylanders figures floor cut foot hurt destroy pretty tossed xbox wife tossed gonna separate video boxes caught,0,0,0,0,0.710236,0,0
108,Penny,10,a,https://drive.google.com/open?id=10iVkfp_bUhlIBA_6AgsmgYYvGh2U0mEM&authuser=nick@gauge.io,https://drive.google.com/open?id=10iVkfp_bUhlIBA_6AgsmgYYvGh2U0mEM,video,gonna selfie video shopping process phone process spend hours days depending busy product walk process laptop computer daughter head college product search starts google search searched beths laptop college students college student start honestly products prices ten college student laptops pc mag college choisnet laptops understand sites paid placement products common comment features move start product amazon products prepped key focus click shop amazon amazon product future stars product recommended college choice star review reviewers amazon similar products sponsored products customers reviewed view hone product lenovo star review features amazon job head oops buy buy wanna laptop imagine laptop reviews reviews typing videoing time buy reviews laptop kits targetcom sites prices comfortable target red card discount shipping options slap hey pick child product buy laptop question buy town store store bought store click protection plans listed amazon laptop protection plan dollars fairly steep buy hassle service cheaper easier buy laptop service plans recently computers bought past cell phones buy past television quick tour process google product google answers questions check review websites devices common amazon similar sites buy target bit rough store people features laptops processing speed ram screen size weight lot google search helps narrow features overwhelming process nutshelli recorded video process laptop daughter video easier screen capture honestly typically lot research phone browsers arent easy plan appealing sort umbrella covering feel limitations age devices deductible fee options home appliances lot questions mind plan affordable provided reasonable coverage couple buy technology afford level features laptop meant ram largest solid hard drive fastest processor computer daughter pretty careful support college team reasons elected service plan extended warranty cost pretty substantial store repair home support,0,0,0,0,0.55299,0.756358,0
108,Penny,8,a,https://drive.google.com/open?id=10EyKjXek2HSCOoEepyMKhF-KooKY0GoE&authuser=nick@gauge.io,https://drive.google.com/open?id=10EyKjXek2HSCOoEepyMKhF-KooKY0GoE,photo,nightmare requires remotes universal remote controls volume features receiver add accidentally hit button button universal remote remotes directtv record app phone quicker reason app wouldnotload lol,0,0,0,0,0,0,0
108,Penny,8,b,https://drive.google.com/open?id=10FNjb7fMmBe-KcxsRUGLfdSE8_rIYd6x&authuser=nick@gauge.io,https://drive.google.com/open?id=10FNjb7fMmBe-KcxsRUGLfdSE8_rIYd6x,photo,apparently tv receiver talk dont receiver source playing sound lifesaver start dvd nieces nephew age patience virtue,0,0,0,0,0,0,0
108,Penny,7,a,https://drive.google.com/open?id=10LZIzDRSUefqzmNzg1H0CaXtLGw6mtJE&authuser=nick@gauge.io,https://drive.google.com/open?id=10LZIzDRSUefqzmNzg1H0CaXtLGw6mtJE,photo,stash tech boxes owned items husband box saver send repair boxes dont red manuals online easier quicker updates printed version didnt websites troubleshooting faq sections boxes im afraid spiders live basement,0.673019,0,0,0,0,0,0
128,Michael,10,a,https://drive.google.com/open?id=12DLf7I2gAk2mjBHFed6EVTFvLo8J7hl7&authuser=nick@gauge.io,https://drive.google.com/open?id=12DLf7I2gAk2mjBHFed6EVTFvLo8J7hl7,video,apple screen recording upload photo file recording basically product ready iphone iphone comparing samsung scene reason switch pretty loyal apple fan reliability customer service features quality performance apple copy samsung strides picture quality carefully review iphone capable watch videos describe vision avoid fluff capable learn pitch read wanna watch films capable nice film quality slow motion quality quality picture record types compatibility editing software type apple iphone versus samsung versions apple canon samsung galaxy comparison read comparison faceoff sites respectable sites heard zdnet er heard trusted reviews pick finished reading youtube gonna head head comparisons performance real applications type iphone versus samsung bunch reviews type comparisons samsung knock socks apple concerned video photo primarily video capability waterproofing bit surfing water sports nice plastic bag water customer service apples apple care current apple care policy effect time call apple care heard apple care policy call primarily wrong phone pro app final cut pro app computer computers running editing videos call wait phone rarely speak english understand stuff figure answers supposed tutoring exceptionally supposed obstacle time lot research online bit research solid respect answer call pro guys phone minutes answer time saves deal time apples smart gambled customer service complete opposite companies amazon goodness facebook absolute worst impersonal online volumes information oftentimes apply unique situation music contact title deals issue giant brick wall human despise fortunately huge horrible horrible customer service apple huge company provide fantastic customer service factor ten minutes basically process bunch size reviews camera television technology standpoint goupgrading mentioned impressed apple care type warranty includes phone cares issue knowledgeable concerns malfunction feature cost detailed comparison covers warranty understanding comparative benefits concern knowledgeable product manufacturer product term party inferior overcoming,0,0,0,0,0.549207,0.771025,0
128,Michael,11,a,https://drive.google.com/open?id=10c6a9KxAHclPyBB9ykacdkRIOMIXOSqR&authuser=nick@gauge.io,https://drive.google.com/open?id=10c6a9KxAHclPyBB9ykacdkRIOMIXOSqR,video,follow emails received support pretty means represent received times called themapplecare dont extended warranty recall incident party warranty phone pretty worthless repair screen party deductible,0,0,0,0,0.649846,0.552075,0.733853
128,Michael,8,a,https://drive.google.com/open?id=11RZPsTzeM3gFNvoIng8r2AWWXCzcTrSH&authuser=nick@gauge.io,https://drive.google.com/open?id=11RZPsTzeM3gFNvoIng8r2AWWXCzcTrSH,photo,typically unplug reset call internet provider typically fix call tv manufacturer recall purchased smart smart tv offering party warranty extended care apple compete apple companies human speak quickly address issue resolve customer service solving break fix,0,0,0,0,0,0.758868,0
128,Michael,8,b,https://drive.google.com/open?id=11OgHmxvo3sZ-zEetr2cSHrGkm-u92d97&authuser=nick@gauge.io,https://drive.google.com/open?id=11OgHmxvo3sZ-zEetr2cSHrGkm-u92d97,photo,,0,0,0,0,0,0,0
128,Michael,8,c,https://drive.google.com/open?id=11MiydcgsUpj7ZIkT1n0w1Zv7lJYl_CXv&authuser=nick@gauge.io,https://drive.google.com/open?id=11MiydcgsUpj7ZIkT1n0w1Zv7lJYl_CXv,photo,,0,0,0,0,0,0,0
128,Michael,8,d,https://drive.google.com/open?id=11KX3I0-_occqQVjmBSNbPrxZ1vuRtfHC&authuser=nick@gauge.io,https://drive.google.com/open?id=11KX3I0-_occqQVjmBSNbPrxZ1vuRtfHC,photo,,0,0,0,0,0,0,0
128,Michael,8,e,https://drive.google.com/open?id=11Jo4MNi8GuFYkW8HZd2Nzq1RZDMsGjPj&authuser=nick@gauge.io,https://drive.google.com/open?id=11Jo4MNi8GuFYkW8HZd2Nzq1RZDMsGjPj,photo,dad peace mind freedom sony aiii stunning images enhanced capabilities beautiful memories ability dependability critical,0,0,0,0.827948,0,0.532616,0
128,Michael,11,b,https://drive.google.com/open?id=11FkdIITfKHHYYwsO1sLKu2KYUFC8Wt0S&authuser=nick@gauge.io,https://drive.google.com/open?id=11FkdIITfKHHYYwsO1sLKu2KYUFC8Wt0S,video,low time granddaughter granddaughter office watch video editing sweet melted heart core minutes highlight day dinner wife low hearing neighbor yesterday cougar kill lambs morning killed track street biking hiking wife kitty cat control applecare,0,0,0,0,0,0,0
128,Michael,7,a,https://drive.google.com/open?id=11BfR0X0Q7MPFh4JUdkrvzWAqZk-EVR4d&authuser=nick@gauge.io,https://drive.google.com/open?id=11BfR0X0Q7MPFh4JUdkrvzWAqZk-EVR4d,video,box closet hair dryerbox recent hair dryer purchase,0,0,0,0,0,0,0
128,Michael,7,b,https://drive.google.com/open?id=11B3O7aoPkFF-a15ju_UfBAjAPf7Ij6XQ&authuser=nick@gauge.io,https://drive.google.com/open?id=11B3O7aoPkFF-a15ju_UfBAjAPf7Ij6XQ,video,boxes recent purchases sony camera mic lensboxes,0,0,0,0,0,0,0
128,Michael,7,c,https://drive.google.com/open?id=11385KMIpcOHlqh-Ty6YPNlkkvBTyxEQ2&authuser=nick@gauge.io,https://drive.google.com/open?id=11385KMIpcOHlqh-Ty6YPNlkkvBTyxEQ2,video,cabinet drawer manuals prior technology purchases rid ammo onesmanuals,0,0,0,0,0,0,0
128,Michael,7,d,https://drive.google.com/open?id=10qpkakvuL4Sesr-AZDx9B1VRlIKP_T8w&authuser=nick@gauge.io,https://drive.google.com/open?id=10qpkakvuL4Sesr-AZDx9B1VRlIKP_T8w,video,file warranty warranty expire throw,0,0,0,0,0,0,0
139,Steven,8,a,https://drive.google.com/open?id=10p2EAg2YjzxEHKOQyG72KaqEjX040e1B&authuser=nick@gauge.io,https://drive.google.com/open?id=10p2EAg2YjzxEHKOQyG72KaqEjX040e1B,video,morning submission missed submission day talk tech frustration business mentioned times quickbooks run business ago decided quickbooks cloud pay login server california jersey stores data force reason computer main computer accounting hard drives quit recreate bunch stuff situation business moved accountant moved quickbooks cloud buy hard copy quickbooks pay people store information quickbooks day pay monthly fee screen quickbooks logged logged laptop frustrations control updates happen updates installed wrong log seizes contact technical support fix times frustrating control quickbooks daily receive payments invoice bill pretty frustrating frustration convenience secured house burnt log laptop log security reasons frustration control operates functions ticket idea gonna frustration technology byequickbooks cloud bet,0,0,0,0,0.782662,0,0
139,Steven,10,a,https://drive.google.com/open?id=1209XbEcXz9Kg_LJ6H4vyxGgQbFOOA6Q8&authuser=nick@gauge.io,https://drive.google.com/open?id=1209XbEcXz9Kg_LJ6H4vyxGgQbFOOA6Q8,video,soldiers hard time passing met guy names alex retired military hit notice tvs buy inches tv talking samsung premium buy price couple samsung premium inch tv series series sizes noticed game mode care tv talking tv basketball game certified uhd certified certified ultra kinect smart voice guess nukes earlier remote voices system stuff dreamed bought tv bought downstairs ago stuff remote detection control connected gear commitment guess connected picks remote control picks operate soundbar hook simple watch netflix amazon remote control connect tv tv remote internet hit directv button directv directv hit remote tv set amazon button scan scroll amazon enjoy tv sale sale thousand spend tv couple inch tv samsung series throws loop inch series clean cable solution heard tells neatly managed cords crisp clean pay standard zip ties zip tie cord ban tv inches inches threshold buying spending tv samsung tv hard time describing determining samsung vizio sony petacchi toshiba buy glance lg inch smart tv music box tv threshold price range eighty thousand hundred thousand dollars threshold thin features wide color gamut means color reproduction closer cinnamon quality eyes eyes tv matter tvs colors tv buy cap cover wrap samsung inch series certified uhd means ultra hd connected smart tv motion rate care clean cable solution samsung threshold buy tv hundred twenty bucks inch hanging living inch bought couple ago christmas eve snowing special stood line buy time time save thousand bucks sams club box doors offer protection fairly cheap bucks pretty replacing product directly extended warranty dealer breaks breaks warranty store stick allowing electronic search guess figure submit videos call day yeah byepart tv upgradeim fan party warranty past purchased party warranty home appliances denied claim purchased extended warranty toyota pickup cover labor im electronics avoid purchase credit card double length factory warranty,0,0,0,0,0.873008,0,0
139,Steven,10,b,https://drive.google.com/open?id=124wrvDP9w_qseDaNkKL_jXBpXFkm1QZH&authuser=nick@gauge.io,https://drive.google.com/open?id=124wrvDP9w_qseDaNkKL_jXBpXFkm1QZH,video,task gonna video upgrading tv set shocked tvs box stores bought sams club sams club gonna tvs determine tv gonna upgrade tv buy gonna start front buy tv gee lgtb call le tv study reading bullets artificial intelligence tvs intellectual voice control center connected smart device pay price tv nice price thousand hundred forty dollars hundred dollars inch uhdtv smart premium version picture intellect processor lgs powerful process true life images rich colors sharpness death eyes wear glasses eyes size lg products refrigerator lg washing dryer lg tv price range spend extra money tv set lgs tv uhd tv inch uhd tv smart tv tv talking price sale inches inches bigger season tv thin thin tvs hanging wall house inch beef downstairs wall dominate wall matt lg tvs hd tv watching employer kit thirty hard reason buy tv movies vizio tv vizio downstairs smart tv inch smart tv deep series series shop vizio inch smart tv versions differences chromecast built tv downstair time time tv nice tv buy price hundred eighty dollars price feel threshold items tv spend hot differentiators differentiators tv pay thousand dollars tv love color samsung inch series smart tv question tv worth thousand dollars dynamic color game mode buy game mode tv play games video games remote tvs remote unique remote hdmi ports hdmi ports dvd player dvd deep layer vhs player play video games guess camera plug watch video camera tv inch dynamic crystal color difference difference buy nope yeah expensive buy features hmm inch vizio sams yeah inch ya wow retired army yeah series yeah retired fort lewis washington fort campbell kentucky zoo yeah disability retired intv upgrade,0,0,0,0.539125,0,0,0
139,Steven,8,b,https://drive.google.com/open?id=11oEc_DY14IXCfIUZjHNNDYmkI9_G1z7Z&authuser=nick@gauge.io,https://drive.google.com/open?id=11oEc_DY14IXCfIUZjHNNDYmkI9_G1z7Z,photo,wireless remote technology saved day laws dinner sunday brisket smoked ready eat time start brisket smoker midnight smoked brisket takes lot attention cook remote devise night stand sound alarm meat reached programmed temperature devise meat operates ft care brisket devise smoke brisket overnight staying night devise saved day uploaded video reminder,0,0,0,0.564353,0,0.862935,0
139,Steven,7,a,https://drive.google.com/open?id=11l8X76e1c0yWGICwOC5qeZhd5GrThzvD&authuser=nick@gauge.io,https://drive.google.com/open?id=11l8X76e1c0yWGICwOC5qeZhd5GrThzvD,video,yeah boxes brochures video basement home stated earlier run home office home business talking talked setup real fancy office basement basements finished partial finishing floor stuff industrial pretty square feet plenty space sell orthotics prosthetics samples inventory hand dog dogs home anymore brochures boxes brochures file cabinets bottom drawer brochures brother brochure printer particle share paperwork hp expensive items business expensive items brochure bose headset nightstand buy business brochures handy toner reset network write password serial past hard drive laptop desktop computers book serum written contact information warranty stuffs buy computer throw forgot bought date bought register register stuff brochures boxes boxes couple laptop boxes adele business laptop laptop box laptop laptop box adele road dell inside dell inside box boxes stayed live stuff yeah tvs funny brochures guessing inside deal foot strip batteries cables yeah tv instruction stuff piece book controller carriers solar fire heat cool odd footstool live tv brochures electronic electronic hard piece throw stuff age forget register bought pretty keeping information story byebrochures boxes fold documents based items expense technical complicated item lean keeping paperwork items,0,0,0,0,0.763383,0,0
139,Steven,12,a,https://drive.google.com/open?id=1tg_9kEexfUUigvO2SXLzeBouxUHWI6IN&authuser=nick@gauge.io,https://drive.google.com/open?id=1tg_9kEexfUUigvO2SXLzeBouxUHWI6IN,video,,0,0,0,0,0,0,0
154,Steven,10,a,https://drive.google.com/open?id=1GPFWifQ7yKA86KFNPShgzMZzLEnjW9Ap&authuser=nick@gauge.io,https://drive.google.com/open?id=1GPFWifQ7yKA86KFNPShgzMZzLEnjW9Ap,video,um idea supposed app ios record web happy search buy tv amazon page amazon app website features current tv bought search samsung samsung inch tv description refresh rate backlit type reviews half stores reviews tv slip deals search samsung samsung tv decent deals tvs inch bucks inch frys ultra hd lowly wand inches nice upgrade store frys fryscom web price free delivery inch yeah thatll days ago deal court check features specifications manufacturer motion rate mine hdr mines uh ultra hd features add court yeah view court matter bad deal um amazon nu nope inch alright cheaper fries appears yeah eggs son buy motion rate nice ultra hd nice decide honestly extended warranty extend warranty simply television bought extended warranty tv honestly shop deal money samsung time buy samsung gonna stuck specific model tv features feel deal sony deal deal warranty squaretrade nope squaretrade square trade website buy protection television caused price range protection bet price price ridiculously low trusted tv carry broken hope helps um information detail uh married specific brand current keys samsung tv sony features price decision factor checked checked slick deals bens bargains hope helps television video product lol realized upload videos ill honestly unknowns definite opinion concerned service plan covered expensive restrictive ability wouldnt worth consumer stated monthly payment assume service plan include deductible repair replacement deductible set level discourage overuse abuse customer assist cancelling existing plans difference prorated im service selling ease buying size fits monthly service contract coverage items extended warranty im losing jumping provider cut front pricing terms join dont pay monthly ipad isnt covered gift bought store produce receipt front device covered plan repairs replacements threshold dollar amount attempt repair portable speaker replace replaced allowed pick replacement limit repairs contract time limit companies business money service request difficult dont deal trouble hope alright im upload video answer questions writing explain worry typos,0,0,0,0,0.852196,0.503916,0
154,Steven,8,a,https://drive.google.com/open?id=12-TIX3JAWQgp4BkscXvVNjEa3MMK3sUi&authuser=nick@gauge.io,https://drive.google.com/open?id=12-TIX3JAWQgp4BkscXvVNjEa3MMK3sUi,photo,love technology multi music echo devices multiple ive mentioned techteam video previously echo devices extremely frustrating play music front house wife taking nap timesi music played entire house update echo devices multiple multi happy,0,0,0,0.785293,0,0,0
154,Steven,8,b,https://drive.google.com/open?id=11zumXiTH1-JzOiEvCi_8tE2zHfuVfmfF&authuser=nick@gauge.io,https://drive.google.com/open?id=11zumXiTH1-JzOiEvCi_8tE2zHfuVfmfF,photo,hate technology siri dont start photo trivial rely siri proper results time frustrates,0,0.831724,0,0,0,0.73677,0
154,Steven,11,a,https://drive.google.com/open?id=11tf1He3nnmkbSGQ1jr8wXGOsPD5JGRL0&authuser=nick@gauge.io,https://drive.google.com/open?id=11tf1He3nnmkbSGQ1jr8wXGOsPD5JGRL0,video,real quick realized include information guess store warranty information digital email phone company website uploaded photo squaretrade upload photo applecare expired yeah keeping paper pile junk video,0,0,0,0,0,0,0
154,Steven,11,b,https://drive.google.com/open?id=12I2h--ZEVbVW8BBAkSj-k0kYArCw_F4r&authuser=nick@gauge.io,https://drive.google.com/open?id=12I2h--ZEVbVW8BBAkSj-k0kYArCw_F4r,video,hey extended warranty coming retail past radioshack push extended warranty leery extended warranty lot sold città warranty worthless sold extended warranty worth guaranteed break guaranteed uploaded photo squaretrade page previously extended warranty hope helps brain write extended warranty dylans sons nintendo switch warranty expires february bought bought extended warranty bought extend portable devices excuse gaming systems buy portable gaming system carry drop pretty guarantee gonna extended warranty discuss previous video kanan printer printer bought ya warranty expires december december surprisingly issue due lot wife school counselor lot son school printing lot likelihood printhead clogged lot warranty idea bought warranty wifes silhouette cameo device typically buy extended warranty expect break idea lot buy extended warranty extent enjoy dirt cheap previously extended warranty square trade page extended warranty cell phone wifes cell phone apple watch apple care apple care devices ran ran september buy apple care cell phone apple care numerous phones issue dropping phone screen cracking anymore apple care devices purchased apple care apple care existed squaretrade warranty iphone purchase terry squaretrade warranty sons ipad guess wifes ipad time device break buy warranty feel warranty insurance policy yeah insurance car likelihood running time lines percent running pretty guarantee kids gonna drop nintendo switch extend warranty pretty guarantee gonna drop phone eventually dropped phone day eventually times drop screens gonna crack extended warranty watch happen honestly surprised walk hall swing arms bangs wall falls nightstand break upload video video,0,0,0,0,0.8648,0,0
154,Steven,11,c,https://drive.google.com/open?id=11qGdfem_s19WL9oi6apujBT7atNCPc-3&authuser=nick@gauge.io,https://drive.google.com/open?id=11qGdfem_s19WL9oi6apujBT7atNCPc-3,photo,squaretrade warranty squaretrade warranty purchased squaretrade website squaretrade app amazoncom,0,0,0,0,0,0,0
